dt,LandAverageTemperature,LandAverageTemperatureUncertainty
1928-11,6.09,2.14
1928-12,4.19,4.42
1929-01,3.28,2.23
1929-02,4.53,4.61
1929-03,7.63,1.95
1929-04,10.6,4.27
1929-05,14.2,2.92
1929-06,18.02,3.2
1929-07,19.51,3.15
1929-08,18.82,2.71
1929-09,14.77,3.39
1929-10,10.24,3.38
1929-11,6.19,1.7
1929-12,3.64,3.97
1930-01,3.11,4.43
1930-02,4.39,2.37
1930-03,7.1,4.33
1930-04,11.04,4.14
1930-05,14.72,2.57
1930-06,17.55,3.74
1930-07,19.67,2.31
1930-08,19.21,2.16
1930-09,14.75,2.33
1930-10,10.88,2.02
1930-11,6.49,3.43
1930-12,3.3,4.3
1931-01,3.71,4.44
1931-02,4.62,3.94
1931-03,6.8,3.84
1931-04,10.65,4.07
1931-05,14.24,3.18
1931-06,17.47,1.95
1931-07,19.07,2.82
1931-08,19.01,4.44
1931-09,14.94,3.46
1931-10,10.93,2.84
1931-11,5.85,1.73
1931-12,3.85,3.28
1932-01,3.67,3.72
1932-02,4.22,4.11
1932-03,7.32,3.11
1932-04,11.34,3.87
1932-05,14.75,3.8
1932-06,18.38,4.22
1932-07,19.87,4.21
1932-08,18.96,2.16
1932-09,15.54,3.64
1932-10,10.88,3.89
1932-11,6.09,2.09
1932-12,3.33,2.76
1933-01,3.66,3.45
1933-02,5.02,1.98
1933-03,6.74,1.59
1933-04,11.23,4.21
1933-05,14.79,2.98
1933-06,17.56,3.95
1933-07,19.33,3.37
1933-08,18.55,1.96
1933-09,15.68,3.68
1933-10,10.91,2.69
1933-11,6.48,1.94
1933-12,3.57,3.64
1934-01,3.24,2.27
1934-02,4.37,3.22
1934-03,7.1,3.72
1934-04,10.8,2.66
1934-05,14.2,3.66
1934-06,17.46,3.55
1934-07,19.27,4.03
1934-08,18.3,3.53
1934-09,15.71,3.1
1934-10,10.28,4.31
1934-11,6.69,3.66
1934-12,3.5,2.23
1935-01,3.37,3.72
1935-02,4.43,3.73
1935-03,7.6,3.33
1935-04,10.97,3.54
1935-05,14.21,3.19
1935-06,17.56,4.13
1935-07,19.3,3.38
1935-08,18.48,4.14
1935-09,14.84,2.54
1935-10,11.02,2.47
1935-11,6.33,2.9
1935-12,3.74,3.88
1936-01,3.07,2.79
1936-02,4.57,2.86
1936-03,6.9,3.55
1936-04,11.13,2.69
1936-05,14.65,3.47
1936-06,17.65,1.62
1936-07,19.65,2.29
1936-08,18.26,4.12
1936-09,14.95,2.22
1936-10,10.88,3.52
1936-11,6.68,2.67
1936-12,3.8,4.24
1937-01,3.64,2.54
1937-02,4.81,2.01
1937-03,6.81,1.71
1937-04,11.15,2.83
1937-05,14.29,3.83
1937-06,17.71,3.02
1937-07,19.39,2.51
1937-08,18.65,3.29
1937-09,15.41,2.8
1937-10,11.02,4.04
1937-11,6.43,2.9
1937-12,3.52,4.33
1938-01,2.94,2.22
1938-02,4.58,3.07
1938-03,7.05,2.71
1938-04,10.69,3.2
1938-05,14.78,1.85
1938-06,18.45,2.25
1938-07,19.82,2.11
1938-08,18.94,1.38
1938-09,15.7,4.34
1938-10,11.02,3.16
1938-11,5.9,2.92
1938-12,4.1,3.12
1939-01,3.09,2.4
1939-02,4.14,1.62
1939-03,7.63,3.95
1939-04,11.09,3.28
1939-05,14.13,3.05
1939-06,18.34,2.59
1939-07,19.69,3.42
1939-08,18.5,1.44
1939-09,15.65,1.43
1939-10,10.97,2.83
1939-11,6.62,2.73
1939-12,3.83,4.19
1940-01,3.23,2.03
1940-02,4.21,1.54
1940-03,6.87,3.5
1940-04,10.67,3.25
1940-05,15.02,3.3
1940-06,18.21,1.4
1940-07,19.11,2.31
1940-08,18.3,1.9
1940-09,15.21,3.67
1940-10,10.85,3.64
1940-11,5.89,2.07
1940-12,4.12,2.2
1941-01,3.05,3.68
1941-02,4.53,3.09
1941-03,7.65,3.9
1941-04,11.16,1.96
1941-05,14.22,1.63
1941-06,18.03,2.01
1941-07,19.38,1.42
1941-08,19.2,2.73
1941-09,15.2,2.84
1941-10,10.33,1.88
1941-11,6.42,1.49
1941-12,4.25,3.35
1942-01,3.58,2.37
1942-02,4.32,2.79
1942-03,7.45,3.47
1942-04,10.59,3.85
1942-05,15.02,1.69
1942-06,18.17,4.16
1942-07,19.51,3.07
1942-08,18.43,3.1
1942-09,15.08,2.56
1942-10,10.29,2.42
1942-11,6.62,2.78
1942-12,3.5,2.18
1943-01,2.93,3.33
1943-02,4.45,2.94
1943-03,7.64,2.68
1943-04,10.51,2.43
1943-05,15.05,1.34
1943-06,18.46,1.68
1943-07,19.29,1.8
1943-08,19.19,3.8
1943-09,15.7,2.44
1943-10,10.84,3.6
1943-11,5.88,1.53
1943-12,3.74,1.91
1944-01,3.19,1.55
1944-02,5.04,3.71
1944-03,7.1,3.43
1944-04,11.24,3.76
1944-05,14.61,3.3
1944-06,17.73,1.87
1944-07,19.46,3.64
1944-08,19.13,1.34
1944-09,15.0,3.69
1944-10,10.84,3.08
1944-11,5.97,3.15
1944-12,3.89,3.88
1945-01,3.4,3.96
1945-02,4.74,2.92
1945-03,7.57,2.06
1945-04,11.29,3.89
1945-05,14.73,1.56
1945-06,18.15,1.67
1945-07,19.92,3.29
1945-08,18.67,3.45
1945-09,14.79,3.42
1945-10,10.47,3.11
1945-11,6.07,3.3
1945-12,3.51,1.43
1946-01,3.43,2.06
1946-02,4.43,3.57
1946-03,6.83,2.53
1946-04,11.22,2.2
1946-05,14.15,3.55
1946-06,17.56,2.73
1946-07,19.81,3.76
1946-08,18.49,2.63
1946-09,14.91,2.83
1946-10,10.23,4.1
1946-11,6.23,3.59
1946-12,4.2,3.05
1947-01,2.8,1.98
1947-02,4.12,2.72
1947-03,7.39,1.82
1947-04,11.05,2.19
1947-05,14.38,3.93
1947-06,18.13,3.48
1947-07,19.5,3.81
1947-08,18.49,1.87
1947-09,14.93,1.92
1947-10,11.02,2.44
1947-11,6.61,1.71
1947-12,4.09,3.21
1948-01,3.54,2.96
1948-02,4.89,3.73
1948-03,7.64,2.84
1948-04,11.26,1.24
1948-05,14.25,1.54
1948-06,17.53,3.07
1948-07,19.98,3.12
1948-08,19.06,1.78
1948-09,15.02,2.56
1948-10,10.4,3.35
1948-11,6.08,2.66
1948-12,3.73,3.37
1949-01,2.8,3.01
1949-02,4.12,2.17
1949-03,7.26,3.38
1949-04,10.79,2.12
1949-05,14.37,1.58
1949-06,17.77,3.15
1949-07,19.73,3.38
1949-08,18.5,1.32
1949-09,15.59,2.72
1949-10,10.61,2.71
1949-11,6.73,3.17
1949-12,3.47,1.59
1950-01,3.17,1.7
1950-02,4.38,1.64
1950-03,7.66,3.78
1950-04,11.22,2.68
1950-05,14.28,3.61
1950-06,17.83,3.85
1950-07,19.06,3.37
1950-08,18.53,2.11
1950-09,15.39,2.4
1950-10,10.26,2.92
1950-11,6.1,1.78
1950-12,3.57,2.18
1951-01,2.88,3.35
1951-02,4.6,2.78
1951-03,6.91,2.74
1951-04,10.69,2.72
1951-05,14.64,3.28
1951-06,18.21,1.89
1951-07,19.51,3.49
1951-08,18.44,1.25
1951-09,15.5,3.55
1951-10,10.96,1.77
1951-11,6.61,2.43
1951-12,3.55,2.94
1952-01,3.12,2.49
1952-02,4.17,0.99
1952-03,7.69,2.19
1952-04,10.86,1.0
1952-05,14.78,0.95
1952-06,18.44,1.7
1952-07,19.87,1.78
1952-08,19.03,3.24
1952-09,15.62,1.9
1952-10,10.34,2.19
1952-11,6.58,1.03
1952-12,3.88,1.58
1953-01,3.45,2.73
1953-02,4.58,2.64
1953-03,6.81,2.1
1953-04,10.94,2.63
1953-05,14.43,3.37
1953-06,18.44,2.72
1953-07,19.68,3.53
1953-08,19.07,2.34
1953-09,15.56,1.84
1953-10,10.47,2.49
1953-11,5.88,2.38
1953-12,3.77,3.31
1954-01,3.42,1.61
1954-02,4.95,1.83
1954-03,7.11,2.82
1954-04,11.14,1.43
1954-05,15.1,3.09
1954-06,18.09,1.13
1954-07,19.06,3.26
1954-08,18.6,0.96
1954-09,15.54,1.94
1954-10,10.37,3.15
1954-11,5.94,2.99
1954-12,3.85,2.68
1955-01,3.12,3.5
1955-02,4.69,2.59
1955-03,6.96,1.55
1955-04,10.78,1.47
1955-05,14.63,1.58
1955-06,17.61,3.8
1955-07,19.35,3.28
1955-08,19.21,3.27
1955-09,15.59,2.06
1955-10,10.24,1.53
1955-11,6.7,3.13
1955-12,3.54,3.73
1956-01,3.61,3.28
1956-02,4.33,3.12
1956-03,7.73,3.45
1956-04,10.54,2.31
1956-05,14.7,3.7
1956-06,18.37,3.76
1956-07,19.84,2.6
1956-08,18.48,1.66
1956-09,15.28,2.95
1956-10,10.29,2.58
1956-11,6.18,2.21
1956-12,3.37,2.56
1957-01,3.76,3.38
1957-02,4.54,1.15
1957-03,7.09,1.41
1957-04,10.82,3.24
1957-05,14.17,1.65
1957-06,17.62,2.97
1957-07,19.84,1.85
1957-08,19.26,3.14
1957-09,14.83,1.85
1957-10,10.54,0.99
1957-11,6.72,1.74
1957-12,3.97,2.95
1958-01,3.47,3.33
1958-02,4.27,0.79
1958-03,7.82,2.27
1958-04,10.91,3.66
1958-05,14.75,2.49
1958-06,18.0,3.07
1958-07,19.82,0.77
1958-08,19.12,1.28
1958-09,14.95,1.65
1958-10,11.02,2.71
1958-11,6.04,2.84
1958-12,3.72,3.37
1959-01,3.49,2.52
1959-02,4.83,3.54
1959-03,7.0,2.8
1959-04,11.44,3.5
1959-05,14.33,0.83
1959-06,18.26,1.71
1959-07,19.52,1.84
1959-08,18.73,1.36
1959-09,15.65,1.04
1959-10,10.43,3.71
1959-11,6.0,1.75
1959-12,3.65,3.19
1960-01,3.33,2.54
1960-02,4.62,0.83
1960-03,7.28,3.35
1960-04,11.23,3.26
1960-05,14.79,1.09
1960-06,18.36,2.58
1960-07,19.16,2.12
1960-08,18.99,1.25
1960-09,15.39,2.79
1960-10,10.68,0.96
1960-11,6.78,1.08
1960-12,4.34,1.78
1961-01,3.33,0.89
1961-02,5.06,2.75
1961-03,7.44,1.31
1961-04,11.37,3.01
1961-05,14.22,1.07
1961-06,18.38,0.73
1961-07,19.05,0.67
1961-08,18.77,3.23
1961-09,15.6,2.35
1961-10,10.54,2.4
1961-11,5.96,0.82
1961-12,3.75,3.48
1962-01,3.18,0.88
1962-02,4.83,3.2
1962-03,7.18,1.34
1962-04,11.46,2.05
1962-05,14.77,2.67
1962-06,17.92,1.23
1962-07,19.95,3.35
1962-08,19.01,2.68
1962-09,14.88,0.91
1962-10,11.01,2.73
1962-11,6.4,0.97
1962-12,3.79,1.77
1963-01,3.63,2.42
1963-02,5.02,1.36
1963-03,7.37,2.61
1963-04,11.03,2.93
1963-05,14.71,0.94
1963-06,18.09,1.28
1963-07,19.16,1.46
1963-08,18.74,2.33
1963-09,15.41,1.15
1963-10,10.8,2.2
1963-11,5.94,2.76
1963-12,3.83,3.13
1964-01,3.1,3.43
1964-02,5.04,0.77
1964-03,7.62,2.8
1964-04,10.87,3.58
1964-05,14.27,0.71
1964-06,17.89,2.3
1964-07,19.74,2.94
1964-08,19.17,2.38
1964-09,15.26,2.85
1964-10,10.34,2.43
1964-11,6.25,1.43
1964-12,4.34,2.27
1965-01,2.93,3.15
1965-02,4.97,2.86
1965-03,7.67,2.69
1965-04,11.19,1.62
1965-05,14.7,1.49
1965-06,18.1,3.47
1965-07,19.88,2.47
1965-08,19.0,1.89
1965-09,15.79,1.11
1965-10,10.82,0.62
1965-11,6.54,2.79
1965-12,4.0,2.89
1966-01,3.52,3.16
1966-02,4.86,0.78
1966-03,7.27,2.22
1966-04,11.39,3.44
1966-05,14.97,1.87
1966-06,17.82,2.64
1966-07,20.05,0.56
1966-08,18.44,1.62
1966-09,15.7,0.53
1966-10,11.13,0.78
1966-11,6.4,1.44
1966-12,4.29,2.96
1967-01,3.62,3.29
1967-02,4.54,1.94
1967-03,7.34,1.67
1967-04,11.07,3.27
1967-05,14.23,0.92
1967-06,17.65,2.42
1967-07,19.66,0.92
1967-08,19.11,2.33
1967-09,15.45,2.36
1967-10,10.26,1.27
1967-11,6.8,0.61
1967-12,3.69,3.12
1968-01,3.61,3.09
1968-02,4.43,3.2
1968-03,7.05,3.37
1968-04,11.3,2.28
1968-05,14.88,1.66
1968-06,17.76,2.16
1968-07,19.48,1.85
1968-08,18.77,1.89
1968-09,15.22,3.36
1968-10,10.22,3.09
1968-11,6.77,2.69
1968-12,3.59,3.37
1969-01,3.06,2.8
1969-02,4.76,0.99
1969-03,7.18,3.15
1969-04,11.26,2.32
1969-05,14.28,3.18
1969-06,18.46,2.95
1969-07,20.06,2.19
1969-08,18.77,1.19
1969-09,14.97,0.44
1969-10,11.07,3.27
1969-11,6.85,2.98
1969-12,3.46,2.47
1970-01,3.46,1.18
1970-02,5.03,3.18
1970-03,7.54,2.99
1970-04,10.96,0.97
1970-05,14.88,1.07
1970-06,18.02,1.79
1970-07,19.69,2.16
1970-08,19.18,2.71
1970-09,15.24,1.61
1970-10,11.01,2.88
1970-11,6.34,2.6
1970-12,4.08,1.33
1971-01,3.03,1.58
1971-02,4.32,3.05
1971-03,7.67,1.69
1971-04,11.53,2.81
1971-05,14.92,2.71
1971-06,17.87,2.99
1971-07,19.23,1.58
1971-08,19.25,2.58
1971-09,15.49,1.88
1971-10,10.85,2.8
1971-11,6.75,2.1
1971-12,3.4,0.74
1972-01,2.92,0.61
1972-02,4.78,1.51
1972-03,7.83,2.73
1972-04,10.62,0.99
1972-05,14.71,0.53
1972-06,17.68,2.89
1972-07,19.71,1.9
1972-08,19.05,2.78
1972-09,15.24,1.74
1972-10,10.54,3.13
1972-11,6.62,0.82
1972-12,3.89,1.51
1973-01,3.04,2.26
1973-02,4.53,0.65
1973-03,6.99,1.1
1973-04,10.62,1.19
1973-05,14.65,0.62
1973-06,18.06,2.34
1973-07,19.78,1.84
1973-08,19.17,2.82
1973-09,15.16,3.23
1973-10,11.18,1.66
1973-11,6.73,0.35
1973-12,4.33,1.27
1974-01,3.77,0.37
1974-02,4.28,2.35
1974-03,7.25,3.2
1974-04,10.67,1.84
1974-05,14.42,2.93
1974-06,18.24,2.18
1974-07,19.23,3.04
1974-08,18.45,2.62
1974-09,15.17,1.87
1974-10,10.35,2.9
1974-11,6.1,2.71
1974-12,3.74,0.46
1975-01,3.52,3.04
1975-02,4.62,0.38
1975-03,7.86,1.0
1975-04,11.28,0.91
1975-05,14.45,2.97
1975-06,18.27,0.62
1975-07,19.2,1.64
1975-08,18.86,2.22
1975-09,15.45,3.17
1975-10,11.0,2.89
1975-11,6.54,0.28
1975-12,4.01,3.24
1976-01,3.8,0.82
1976-02,4.97,2.61
1976-03,7.74,1.0
1976-04,10.91,1.12
1976-05,14.84,2.85
1976-06,17.7,2.17
1976-07,19.2,2.96
1976-08,19.39,0.6
1976-09,15.12,1.51
1976-10,10.4,0.26
1976-11,6.02,1.64
1976-12,3.69,1.88
1977-01,3.88,0.66
1977-02,4.51,0.97
1977-03,7.67,3.11
1977-04,11.02,0.77
1977-05,14.53,1.99
1977-06,18.22,0.99
1977-07,19.83,1.92
1977-08,18.49,0.46
1977-09,15.27,1.64
1977-10,11.18,1.38
1977-11,6.67,2.16
1977-12,4.06,0.94
1978-01,3.23,1.37
1978-02,4.45,0.17
1978-03,7.15,2.4
1978-04,11.1,2.54
1978-05,14.66,2.24
1978-06,18.42,0.55
1978-07,19.96,0.19
1978-08,19.07,1.08
1978-09,15.05,2.84
1978-10,10.52,1.87
1978-11,6.02,1.33
1978-12,4.27,1.74
1979-01,3.19,1.21
1979-02,4.35,1.62
1979-03,7.38,2.2
1979-04,10.91,1.85
1979-05,14.93,1.39
1979-06,18.12,0.21
1979-07,20.08,1.15
1979-08,19.0,0.41
1979-09,15.29,0.48
1979-10,10.88,2.74
1979-11,6.79,1.28
1979-12,4.05,0.19
1980-01,3.56,2.15
1980-02,4.22,2.22
1980-03,7.17,1.5
1980-04,10.82,0.63
1980-05,15.08,0.16
1980-06,18.59,0.83
1980-07,19.19,0.65
1980-08,19.03,1.81
1980-09,15.13,0.14
1980-10,10.32,1.97
1980-11,5.99,0.83
1980-12,4.22,1.99
1981-01,3.64,1.59
1981-02,4.51,2.12
1981-03,7.74,2.3
1981-04,11.57,2.49
1981-05,14.8,0.27
1981-06,18.04,2.31
1981-07,19.4,2.22
1981-08,19.02,1.3
1981-09,15.78,2.32
1981-10,10.53,0.48
1981-11,6.16,2.64
1981-12,3.9,1.4
1982-01,3.37,0.12
1982-02,4.67,1.98
1982-03,7.06,0.98
1982-04,11.22,0.76
1982-05,15.03,0.48
1982-06,18.09,0.71
1982-07,19.58,1.01
1982-08,19.36,1.7
1982-09,15.62,2.94
1982-10,10.62,2.67
1982-11,6.33,1.27
1982-12,3.89,1.09
1983-01,3.85,0.46
1983-02,4.29,1.59
1983-03,7.5,1.7
1983-04,10.73,2.32
1983-05,14.56,0.81
1983-06,18.12,1.75
1983-07,19.35,0.99
1983-08,19.13,2.1
1983-09,15.52,1.68
1983-10,10.9,1.02
1983-11,6.8,0.51
1983-12,4.39,2.62
1984-01,3.9,2.64
1984-02,5.09,2.9
1984-03,7.66,2.54
1984-04,10.97,2.81
1984-05,14.84,2.01
1984-06,17.98,0.69
1984-07,19.6,2.35
1984-08,18.44,1.28
1984-09,15.86,0.8
1984-10,10.53,2.78
1984-11,6.31,0.1
1984-12,4.21,1.86
1985-01,3.0,0.27
1985-02,4.66,2.05
1985-03,7.18,0.69
1985-04,11.41,0.27
1985-05,14.59,1.64
1985-06,18.21,0.58
1985-07,19.15,0.1
1985-08,19.07,1.22
1985-09,15.08,1.13
1985-10,11.13,2.93
1985-11,6.67,1.85
1985-12,3.48,0.25
1986-01,3.65,1.41
1986-02,4.89,1.3
1986-03,7.5,1.63
1986-04,10.7,0.86
1986-05,14.89,1.5
1986-06,18.05,1.05
1986-07,19.29,2.05
1986-08,18.94,0.96
1986-09,15.29,0.22
1986-10,10.49,2.62
1986-11,6.16,2.13
1986-12,4.03,0.78
1987-01,3.94,1.67
1987-02,4.7,0.52
1987-03,7.71,0.5
1987-04,11.0,0.5
1987-05,14.84,2.12
1987-06,18.5,1.15
1987-07,19.32,1.41
1987-08,19.26,1.48
1987-09,15.34,2.34
1987-10,11.13,2.83
1987-11,6.91,0.12
1987-12,4.35,0.1
1988-01,3.6,1.45
1988-02,5.03,0.89
1988-03,7.63,1.4
1988-04,11.5,0.91
1988-05,14.7,1.91
1988-06,18.4,2.15
1988-07,20.01,2.0
1988-08,18.85,2.57
1988-09,15.83,0.36
1988-10,10.54,1.69
1988-11,6.47,2.64
1988-12,4.13,0.67
1989-01,3.02,0.22
1989-02,5.02,0.12
1989-03,7.47,2.46
1989-04,11.18,2.48
1989-05,15.08,2.32
1989-06,18.35,0.1
1989-07,19.55,0.75
1989-08,18.47,0.52
1989-09,15.15,0.93
1989-10,10.37,0.26
1989-11,6.81,0.73
1989-12,3.48,1.95
1990-01,3.4,0.54
1990-02,4.96,1.45
1990-03,7.69,0.57
1990-04,10.74,0.94
1990-05,15.12,1.36
1990-06,17.94,2.29
1990-07,19.53,1.59
1990-08,19.07,1.61
1990-09,15.4,0.57
1990-10,10.63,0.54
1990-11,6.0,1.68
1990-12,4.35,1.5
1991-01,2.97,2.75
1991-02,4.28,1.21
1991-03,7.22,0.1
1991-04,10.94,2.39
1991-05,14.41,2.2
1991-06,17.75,2.69
1991-07,19.49,1.02
1991-08,19.44,1.95
1991-09,15.2,1.66
1991-10,10.51,0.18
1991-11,6.75,2.53
1991-12,3.89,1.2
1992-01,3.84,2.62
1992-02,4.79,1.53
1992-03,7.95,0.93
1992-04,10.87,0.1
1992-05,14.84,2.14
1992-06,18.26,1.26
1992-07,19.26,1.43
1992-08,19.11,0.1
1992-09,15.76,1.88
1992-10,11.21,2.73
1992-11,6.23,2.08
1992-12,4.4,1.81
1993-01,3.16,1.59
1993-02,4.3,2.31
1993-03,7.49,1.09
1993-04,11.18,0.1
1993-05,14.67,0.1
1993-06,18.39,2.29
1993-07,19.83,1.4
1993-08,19.16,0.61
1993-09,15.54,1.51
1993-10,11.27,0.5
1993-11,6.23,2.46
1993-12,4.03,0.37
1994-01,3.14,0.89
1994-02,5.25,0.74
1994-03,7.44,1.85
1994-04,10.93,1.42
1994-05,14.66,1.76
1994-06,17.91,1.37
1994-07,20.13,0.83
1994-08,18.85,1.48
1994-09,15.85,1.12
1994-10,11.06,2.57
1994-11,6.45,0.6
1994-12,3.71,0.4
1995-01,3.4,1.81
1995-02,4.83,0.51
1995-03,7.11,2.18
1995-04,11.01,2.59
1995-05,14.71,0.53
1995-06,18.35,0.92
1995-07,19.58,1.36
1995-08,19.15,0.1
1995-09,15.74,0.1
1995-10,11.16,1.4
1995-11,6.95,0.63
1995-12,3.83,0.49
1996-01,3.72,0.12
1996-02,4.78,1.5
1996-03,7.78,1.19
1996-04,11.65,2.24
1996-05,14.97,1.6
1996-06,18.16,1.53
1996-07,19.28,1.39
1996-08,18.96,0.97
1996-09,15.41,2.24
1996-10,10.78,0.1
1996-11,6.33,0.61
1996-12,3.71,0.69
1997-01,3.54,0.46
1997-02,5.14,0.1
1997-03,7.47,0.32
1997-04,10.99,1.56
1997-05,14.89,0.19
1997-06,18.54,1.9
1997-07,19.35,0.1
1997-08,18.94,2.22
1997-09,15.99,2.28
1997-10,11.25,0.1
1997-11,6.21,0.37
1997-12,3.66,0.76
1998-01,3.44,2.48
1998-02,4.63,2.05
1998-03,7.61,0.2
1998-04,10.81,0.1
1998-05,14.57,1.9
1998-06,18.35,1.04
1998-07,19.93,1.11
1998-08,19.38,0.94
1998-09,15.52,1.94
1998-10,11.24,1.21
1998-11,6.88,0.91
1998-12,4.2,1.97
1999-01,3.58,1.52
1999-02,4.32,0.1
1999-03,7.63,0.83
1999-04,11.62,2.06
1999-05,14.69,2.48
1999-06,17.79,1.72
1999-07,19.42,1.45
1999-08,18.89,2.17
1999-09,15.54,2.49
1999-10,10.66,1.0
1999-11,6.44,0.83
1999-12,4.02,1.58
2000-01,3.77,0.1
2000-02,4.88,1.01
2000-03,7.48,1.08
2000-04,11.25,0.1
2000-05,14.88,0.1
2000-06,17.85,1.77
2000-07,19.67,0.83
2000-08,18.56,0.71
2000-09,15.93,0.79
2000-10,11.0,0.45
2000-11,6.6,1.52
2000-12,4.15,1.24
2001-01,3.38,1.35
2001-02,5.2,0.18
2001-03,7.54,2.1
2001-04,11.59,1.26
2001-05,14.87,0.1
2001-06,18.14,0.1
2001-07,20.17,2.0
2001-08,19.39,1.38
2001-09,15.55,0.53
2001-10,10.43,2.28
2001-11,6.71,0.1
2001-12,4.14,1.97
2002-01,3.93,1.29
2002-02,5.22,2.09
2002-03,7.12,1.13
2002-04,11.07,0.1
2002-05,14.64,0.33
2002-06,17.96,1.35
2002-07,19.28,2.0
2002-08,19.0,1.48
2002-09,15.66,1.45
2002-10,11.17,1.24
2002-11,6.33,0.55
2002-12,3.55,1.74
2003-01,3.67,0.1
2003-02,4.5,1.76
2003-03,7.08,1.02
2003-04,11.63,2.41
2003-05,14.42,2.37
2003-06,18.51,1.55
2003-07,19.83,2.22
2003-08,19.43,1.63
2003-09,15.23,1.64
2003-10,10.78,0.1
2003-11,6.02,1.85
2003-12,3.62,0.17
2004-01,3.06,0.9
2004-02,4.86,0.1
2004-03,7.42,1.58
2004-04,11.36,1.61
2004-05,15.26,0.78
2004-06,18.05,0.7
2004-07,19.55,0.69
2004-08,18.6,0.6
2004-09,15.2,1.22
2004-10,10.71,1.52
2004-11,6.49,1.51
2004-12,3.99,1.32
2005-01,3.35,0.1
2005-02,4.4,2.03
2005-03,7.56,1.62
2005-04,11.63,0.91
2005-05,14.93,2.37
2005-06,18.63,0.53
2005-07,19.36,0.17
2005-08,18.89,1.99
2005-09,15.04,2.17
2005-10,10.81,1.06
2005-11,6.12,1.97
2005-12,3.59,1.87
2006-01,3.28,1.05
2006-02,4.42,0.1
2006-03,7.43,2.12
2006-04,11.15,0.1
2006-05,14.5,0.1
2006-06,18.71,2.43
2006-07,19.52,0.63
2006-08,18.7,0.67
2006-09,15.56,0.1
2006-10,11.31,1.14
2006-11,6.35,0.1
2006-12,4.18,1.5
2007-01,3.37,1.79
2007-02,4.95,0.16
2007-03,7.68,1.39
2007-04,11.32,0.77
2007-05,15.26,0.19
2007-06,18.41,2.24
2007-07,19.42,0.75
2007-08,19.01,0.1
2007-09,15.62,0.1
2007-10,11.12,1.6
2007-11,6.09,0.12
2007-12,3.68,0.1
2008-01,3.32,1.48
2008-02,5.22,0.87
2008-03,7.8,0.16
2008-04,10.83,0.96
2008-05,14.54,2.37
2008-06,18.68,2.19
2008-07,19.36,0.86
2008-08,19.15,0.24
2008-09,15.05,0.99
2008-10,10.95,1.99
2008-11,6.55,1.71
2008-12,3.58,1.86
2009-01,3.9,0.37
2009-02,4.65,0.3
2009-03,7.07,1.52
2009-04,11.51,1.89
2009-05,14.46,0.46
2009-06,17.74,0.1
2009-07,19.88,0.95
2009-08,19.16,0.47
2009-09,15.27,1.83
2009-10,10.39,1.86
2009-11,6.11,0.1
2009-12,3.85,1.48
2010-01,3.23,1.97
2010-02,4.64,0.49
2010-03,7.93,2.23
2010-04,11.56,0.83
2010-05,15.22,1.23
2010-06,18.38,0.1
2010-07,19.54,2.31
2010-08,18.69,0.32
2010-09,15.56,2.08
2010-10,11.13,2.01
2010-11,6.79,1.66
2010-12,4.52,0.1
2011-01,3.14,0.42
2011-02,4.97,1.56
2011-03,7.89,0.1
2011-04,11.42,1.86
2011-05,14.66,0.1
2011-06,18.64,0.43
2011-07,19.46,0.1
2011-08,19.45,0.1
2011-09,15.87,0.38
2011-10,10.76,1.02
2011-11,6.51,0.84
2011-12,4.4,0.4
2012-01,3.59,2.09
2012-02,4.38,2.36
2012-03,7.89,1.6
2012-04,11.52,1.56
2012-05,14.93,0.21
2012-06,18.26,1.57
2012-07,20.21,1.45
2012-08,18.58,0.37
2012-09,15.55,2.16
2012-10,11.24,0.63
2012-11,6.86,0.89
2012-12,3.81,1.46
2013-01,3.32,0.18
2013-02,4.68,1.17
2013-03,7.35,2.29
2013-04,11.32,0.1
2013-05,14.98,1.49
2013-06,18.47,1.4
2013-07,19.46,0.1
2013-08,18.62,0.36
2013-09,15.23,0.85
2013-10,10.68,0.78
2013-11,6.21,0.1
2013-12,4.2,1.19
2014-01,3.58,2.37
2014-02,4.47,1.68
2014-03,7.26,0.1
2014-04,10.99,0.66
2014-05,14.64,0.23
2014-06,18.09,2.4
2014-07,19.65,0.58
2014-08,19.03,2.16
2014-09,15.85,1.33
2014-10,10.89,1.63
2014-11,6.58,1.22
2014-12,4.48,0.1
2015-01,3.5,1.85
2015-02,5.04,0.58
2015-03,7.42,0.1
2015-04,11.33,1.65
2015-05,14.38,0.13
2015-06,18.37,0.1
2015-07,19.64,1.16
2015-08,18.77,2.13
2015-09,15.77,0.83
2015-10,11.09,2.11
2015-11,6.15,0.1
2015-12,4.54,1.4
